22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
23;01.01.1970 00:00:23;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
33;01.01.1970 00:00:33;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
39;01.01.1970 00:00:39;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
33;01.01.1970 00:00:33;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
30;01.01.1970 00:00:30;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
30;01.01.1970 00:00:30;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
30;01.01.1970 00:00:30;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
41;01.01.1970 00:00:41;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
35;01.01.1970 00:00:35;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
16;01.01.1970 00:00:16;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
16;01.01.1970 00:00:16;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
16;01.01.1970 00:00:16;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
16;01.01.1970 00:00:16;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
22;01.01.1970 00:00:22;Le serveur NTP pool.ntp.org n'a pas été correctement contacté. On attend 1 sec et on réessaye
